meta.uuid,dem.age,dem.city_or_rural,dem.country_code,dem.education_level,dem.gender,question.DAL_residency,question.DAL_employment_status,question.DAL_household_income,question.DAL_disposable_income,question.DAL_CCI-Q12_household_finance_present,question.DAL_CCI_EC-Q1_household_finance_past,question.DAL_CCI_EC-Q2_household_finance_future,question.DAL_CCI-Q14_economic_situation_present,question.DAL_CCI_EC-Q3_economic_situation_past,question.DAL_CCI_EC-Q4_economic_situation_future,question.DAL_CCI_EC-Q5_inflation_past,question.DAL_CCI_EC-Q6_inflation_future,question.DAL_CCI-Q13_job_situation_present,question.DAL_CCI_EC-Q7_unemployment_future,question.DAL_CCI_EC-Q8_purchases_present,question.DAL_CCI_EC-Q9_purchases_future,question.DAL_PolRisk_democratic_change,question.DAL_PolRisk_strong_leader,question.DAL_PolRisk_approve_president,question.DAL_PolRisk_approve_political_rep,question.DAL_PolRisk_approve_ruling_party_VE,question.DAL_PolRisk_approve_ruling_party_MX,question.DAL_PolRisk_approve_ruling_party_BR,question.DAL_PolRisk_approve_ruling_party_TR,question.DAL_PolRisk_approve_ruling_party_UA,question.DAL_PolRisk_trust_police,question.DAL_PolRisk_trust_courts,question.DAL_PolRisk_tax_evasion,question.DAL_PolRisk_inequality_past,question.DAL_PolRisk_inequality_anger,question.DAL_PolRisk_corrupt_past,question.DAL_PolRisk_corrupt_anger,question.DAL_PolRisk_corrupt_experience,question.DAL_PolRisk_politcal_stability,question.DAL_PolRisk_protest_likelihood,question.DAL_opinion_foreign_companies,question.DAL_positive_countries_MX_BR_VE,question.DAL_positive_countries_UA_TR_EG,question.DAL_negative_countries_MX_BR_VE,question.DAL_negative_countries_UA_TR_EG,question.DAL_protectionism,question.DAL_migration_time,question.DAL_migration_motives
9efaf080-b101-0135-2293-0a62aae02c3c,19,city,BR,medium,female,"Yes, as a citizen","Not employed, currently looking for work",Prefer not to say,Most of it,Not at all secure,... a little better,Don't know,Neither well nor poorly,... got a little better,... get a little better,... increased a lot,... increase a lot,Not at all secure,... increase a lot,The wrong moment,More purchases,Neither more nor less,Neither agree nor disagree,Neither approve nor disapprove,Neither approve nor disapprove,,,Neither approve nor disapprove,,,A little,A little,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,No,Somewhat stable,Not at all likely,Somewhat positive,China | United States,,None of the above,,Don't know,Never,
9f048c70-b109-0135-56db-0a901406a434,46,city,UA,low,female,"Yes, as a citizen","Employed, working 30 or more hours per week",Prefer not to say,About half,Somewhat secure,... a lot better,... get a lot better,Neither well nor poorly,... got a little better,... get a little better,... increased moderately,... increase moderately,Somewhat secure,Don't know,Neither the right moment nor the wrong moment,About the same,Slightly more,Somewhat agree,Somewhat disapprove,Strongly disapprove,,,,,Somewhat disapprove,Not a lot,Not a lot,Sometimes acceptable,... increased a little,A little angry,... decreased a little,Very angry,Yes,Somewhat stable,Not at all likely,Somewhat positive,,United States | United Kingdom | Germany | Japan,,Russia,Don't know,Never,
9f0c0090-b0fe-0135-1e61-0a62aae02c3c,18,city,TR,low,male,"Yes, as a citizen","In school, university or practical training",500 - 750,Less than half,Not very secure,... the same,Don't know,Neither well nor poorly,Don't know,Don't know,... increased a little,... increase a little,Prefer not to answer,... decrease a little,Neither the right moment nor the wrong moment,About the same,Slightly more,Neither agree nor disagree,Neither approve nor disapprove,Somewhat approve,,,,Somewhat approve,,Not a lot,A little,Never acceptable,... stayed the same,Very angry,... increased a little,Very angry,No,Don't know,Not at all likely,Neither positive nor negative,,None of the above,,France | Russia | United Kingdom | Germany | United States,The right amount,Within the next 3 years,Educational opportunities | Job / career opportunities
9f105940-b117-0135-69d8-0a901406a434,38,city,VE,low,male,"Yes, as a citizen","Not employed, currently looking for work",More than 3000,All of it,Not at all secure,... a little worse,... get a lot better,Very poorly,... got a lot worse,... get a little better,... increased a lot,... increase a lot,Not at all secure,... increase a lot,Neither the right moment nor the wrong moment,Fewer purchases,Much less,Strongly disagree,Strongly disapprove,Neither approve nor disapprove,Strongly disapprove,,,,,Not at all,Not a lot,Never acceptable,... increased a lot,A little angry,... increased a lot,Very angry,No,Not at all stable,Somewhat likely,Very positive,United States | Germany | Spain | France | Canada | Japan,,China,,Don't know,Never,
9f17cc50-b112-0135-3955-0a62aae02c3c,39,city,EG,high,female,"Yes, as a citizen","Employed, working 30 or more hours per week",300 - 400,Most of it,Somewhat secure,... a little better,... get a lot better,Fairly well,... got a little better,... get a little better,... increased a lot,... increase a lot,Somewhat secure,... decrease a little,Neither the right moment nor the wrong moment,Fewer purchases,Much more,Somewhat agree,Strongly approve,Somewhat approve,,,,,,A lot,A lot,Never acceptable,... decreased a little,Very angry,... decreased a lot,Not at all angry,No,Somewhat stable,Not at all likely,Somewhat positive,,Saudi Arabia,,United States,Too much,Never,
9f4e6f60-b122-0135-76d5-0a901406a434,14,city,BR,medium,male,"Yes, as a citizen","Not employed, currently looking for work",300 - 400,Don't know,Very secure,... the same,... get a little better,Neither well nor poorly,... got a little worse,... get a little better,... increased moderately,... increase a little,Very secure,... increase a lot,The right moment,About the same,Slightly more,Strongly agree,Somewhat approve,Strongly approve,,,Strongly approve,,,Not a lot,Not a lot,Sometimes acceptable,... decreased a lot,Not at all angry,... increased a little,A little angry,No,Very stable,Not very likely,Very negative,United States,,United States,,Too little,Sometime later,Desire to travel / see the world
9f5ec960-b115-0135-6721-0a901406a434,18,city,UA,medium,male,"Yes, as a citizen","In school, university or practical training",Prefer not to say,About half,Somewhat secure,... a little better,... get a little better,Neither well nor poorly,... stayed the same,... get a little better,... increased moderately,... decrease,Very secure,... decrease a little,Neither the right moment nor the wrong moment,About the same,Much more,Strongly agree,Somewhat approve,Somewhat approve,,,,,Somewhat approve,A lot,A lot,Never acceptable,... stayed the same,A little angry,... decreased a little,A little angry,No,Somewhat stable,Not at all likely,Somewhat positive,,Germany | China | Japan | Turkey,,None of the above,The right amount,Sometime later,Desire to travel / see the world
9f7970d0-b142-0135-f439-0a901406a434,16,city,BR,low,female,"Yes, as a citizen","Not employed, currently looking for work",300 - 400,About half,Very secure,... a little better,... get a lot better,Fairly well,... got a little worse,... get a little better,... increased moderately,... increase moderately,Very secure,Don't know,Neither the right moment nor the wrong moment,About the same,Slightly less,Somewhat agree,Neither approve nor disapprove,Neither approve nor disapprove,,,Neither approve nor disapprove,,,A little,A little,Sometimes acceptable,... increased a little,Very angry,... increased a lot,Very angry,No,Somewhat stable,Not very likely,Somewhat positive,Japan,,China,,The right amount,Sometime later,Job / career opportunities
9f839680-b11d-0135-46eb-0a62aae02c3c,15,rural,VE,no,male,"Yes, as a citizen","Not employed, currently NOT looking for work",Prefer not to say,All of it,Prefer not to answer,... a little better,... get a lot better,Neither well nor poorly,... stayed the same,... get a lot better,... increased a lot,... decrease,Prefer not to answer,... decrease a lot,The wrong moment,More purchases,Slightly more,Neither agree nor disagree,Strongly approve,Somewhat approve,Strongly approve,,,,,A lot,Not a lot,Never acceptable,... increased a lot,A little angry,... increased a little,Not very angry,Yes,Somewhat stable,Somewhat likely,Very positive,China,,United States,,The right amount,Never,
9fa0b550-b0f6-0135-3dbf-0a901406a434,14,rural,VE,low,male,"Yes, as a citizen","In school, university or practical training",More than 3000,All of it,Not at all secure,... a lot better,... get a lot better,Very poorly,... got a lot worse,... get a lot better,... increased a lot,... decrease,Not at all secure,... increase a little,Neither the right moment nor the wrong moment,About the same,Neither more nor less,Strongly agree,Strongly disapprove,Strongly disapprove,Somewhat disapprove,,,,,Not a lot,Not a lot,Sometimes acceptable,... decreased a lot,Very angry,... increased a lot,Very angry,Yes,Not at all stable,Not very likely,Very positive,None of the above,,Japan,,Too little,Sometime later,Economic situation in my country
9fc801a0-b1c7-0135-e049-0a62aae02c3c,31,rural,BR,medium,male,"Yes, as a citizen",Selfå_-employed / Freelancer,750 - 1000,Only a little,Somewhat secure,... a little worse,... get a lot better,Fairly well,... got a little better,... get a little better,... increased a lot,... increase a lot,Somewhat secure,... increase a little,Neither the right moment nor the wrong moment,More purchases,Slightly less,Somewhat agree,Somewhat approve,Somewhat approve,,,Somewhat approve,,,A little,Not a lot,Never acceptable,... increased a lot,A little angry,... increased a lot,A little angry,No,Not very stable,Not at all likely,Very positive,United States | Japan | China,,None of the above,,Too little,Never,
9feb1490-b134-0135-601b-0a62aae02c3c,21,city,EG,high,female,"Yes, as a citizen","Employed, working 30 or more hours per week",100 - 200,About half,Somewhat secure,... a lot better,... get a little better,Fairly poorly,... got a little better,... get a little better,... increased a lot,Don't know,Not at all secure,... stay the same,Neither the right moment nor the wrong moment,About the same,Neither more nor less,Strongly disagree,Somewhat approve,Somewhat disapprove,,,,,,A lot,A lot,Never acceptable,... increased a lot,A little angry,... decreased a little,Very angry,No,Somewhat stable,Not at all likely,Neither positive nor negative,,Germany,,China,Too little,Within the next 3 years,Desire to travel / see the world
9fedc580-b11e-0135-4822-0a62aae02c3c,35,city,EG,high,female,"Yes, as a citizen","Employed, working 30 or more hours per week",100 - 200,Most of it,Somewhat secure,... a lot better,... get a lot better,Fairly poorly,... got a little worse,... get a little worse,... increased a lot,... increase a lot,Somewhat secure,... stay the same,Neither the right moment nor the wrong moment,Fewer purchases,Slightly more,Somewhat disagree,Somewhat approve,Somewhat approve,,,,,,A lot,A lot,Never acceptable,... stayed the same,Not at all angry,... stayed the same,Not very angry,No,Very stable,Not at all likely,Somewhat positive,,Saudi Arabia | United States | Turkey | China,,None of the above,Too much,Sometime later,Desire to travel / see the world
9ff8aff0-b23d-0135-4c45-0a62aae02c3c,43,rural,MX,low,female,"Yes, as a citizen",Selfå_-employed / Freelancer,200 - 300,Most of it,Not very secure,... a little worse,... get a lot better,Fairly poorly,... got a little worse,... get a little better,... increased a lot,... increase a little,Somewhat secure,... decrease a lot,The wrong moment,Fewer purchases,Much less,Strongly agree,Strongly disapprove,Somewhat disapprove,,Somewhat disapprove,,,,Not at all,Not a lot,Never acceptable,Don't know,A little angry,... increased a little,Very angry,Yes,Not very stable,Somewhat likely,Somewhat negative,France | United States | Japan,,China,,Too little,Sometime later,Escaping oppression or discrimination in my country | Economic situation in my country | Job / career opportunities | Other reason related to quality of life | Desire to travel / see the world
a0090a30-b0fd-0135-4657-0a901406a434,37,city,VE,high,male,"Yes, as a citizen",Selfå_-employed / Freelancer,More than 3000,About half,Not very secure,... a little worse,... get a lot better,Very poorly,... got a lot worse,... get a little worse,... increased a lot,... increase moderately,Not very secure,... increase a little,The right moment,More purchases,Much less,Strongly disagree,Strongly disapprove,Strongly disapprove,Strongly disapprove,,,,,Not at all,Not at all,Never acceptable,... increased a lot,A little angry,... increased a lot,Very angry,Yes,Not at all stable,Not at all likely,Very positive,United States | France | Germany | Spain | Canada | United Kingdom | Japan,,China,,Too little,Within the next year,Economic situation in my country | Job / career opportunities | Personal safety | Cost of living | Political situation in my country | Escaping oppression or discrimination in my country | Civic freedoms | Other reason related to quality of life
a01bece0-b113-0135-64b5-0a901406a434,39,rural,TR,medium,male,"Yes, as a citizen","Not employed, currently looking for work",Prefer not to say,All of it,Not very secure,... a lot worse,... stay the same,Very poorly,... got a lot worse,... get a lot worse,... increased a lot,... increase a lot,Not at all secure,... increase a lot,The wrong moment,Fewer purchases,Much less,Strongly agree,Neither approve nor disapprove,Strongly disapprove,,,,Strongly disapprove,,Not at all,Not at all,Sometimes acceptable,... increased a lot,Very angry,... increased a lot,Very angry,Yes,Not at all stable,Not at all likely,Very negative,,China | Japan,,Saudi Arabia | United States,Too little,Never,
a02f65a0-b364-0135-0158-0a901406a434,29,city,MX,medium,male,"Yes, as a citizen",Selfå_-employed / Freelancer,100 - 200,About half,Not at all secure,... a lot worse,... get a little better,Very poorly,... got a lot worse,... stay the same,... increased moderately,... increase moderately,Not very secure,... stay the same,The wrong moment,Fewer purchases,Much less,Somewhat disagree,Strongly disapprove,Somewhat disapprove,,Strongly disapprove,,,,A little,Not a lot,Never acceptable,... stayed the same,Very angry,... increased a lot,Very angry,Yes,Not at all stable,Not at all likely,Very positive,China | United States | Japan | Canada,,United Kingdom,,Too little,Sometime later,Economic situation in my country | Other reason related to quality of life | Job / career opportunities
a06c2bc0-b7ef-0135-fb3a-0a901406a434,17,city,EG,low,female,"Yes, as a citizen","In school, university or practical training",Prefer not to say,Don't know,Very secure,... a lot better,... get a little better,Neither well nor poorly,... got a little worse,Don't know,... increased a lot,... decrease,Very secure,Don't know,Don't know,Don't know,Slightly less,Strongly agree,Somewhat disapprove,Neither approve nor disapprove,,,,,,Not a lot,Not a lot,Never acceptable,Don't know,Not very angry,... increased a little,A little angry,No,Not very stable,Not very likely,Neither positive nor negative,,Turkey | China | Saudi Arabia,,Russia | India,Too little,Never,
a0831260-b513-0135-cce5-0a901406a434,24,city,TR,low,female,"Yes, as a citizen",Selfå_-employed / Freelancer,400 - 500,About half,Somewhat secure,... a little worse,... get a lot better,Very poorly,... got a little worse,... stay the same,... increased a lot,... increase moderately,Somewhat secure,... increase a little,The right moment,About the same,Slightly less,Strongly agree,Somewhat disapprove,Neither approve nor disapprove,,,,Somewhat disapprove,,A lot,Not a lot,Never acceptable,... increased a little,A little angry,... increased a lot,Very angry,No,Not at all stable,Not at all likely,Somewhat negative,,Saudi Arabia | China,,Russia,Too little,Sometime later,Educational opportunities | Other reason related to quality of life | Desire to travel / see the world | Cost of living
a090a9d0-bb16-0135-9875-0a62aae02c3c,40,city,TR,no,male,"Yes, as a citizen","Not employed, currently looking for work",Prefer not to say,About half,Prefer not to answer,... a little worse,... stay the same,Neither well nor poorly,... got a little better,... get a little better,... increased moderately,... stay about the same,Prefer not to answer,... decrease a little,Don't know,Don't know,Neither more nor less,Strongly disagree,Strongly approve,Strongly approve,,,,Strongly approve,,A lot,A lot,Never acceptable,... stayed the same,Not at all angry,... decreased a lot,Not very angry,No,Very stable,Not at all likely,Very positive,,China | Germany | Russia | Japan,,United States,The right amount,Never,
a0a2c780-b0f8-0135-3ff7-0a901406a434,35,city,BR,high,female,"Yes, as a citizen","Employed, working 30 or more hours per week",1000 - 1500,All of it,Not very secure,... a little better,... get a little better,Fairly poorly,... got a little better,... get a lot better,... increased a lot,... increase a lot,Not very secure,... increase a lot,The wrong moment,About the same,Neither more nor less,Strongly agree,Strongly approve,Neither approve nor disapprove,,,Strongly approve,,,A little,Not at all,Never acceptable,... increased a little,Very angry,... increased a lot,Very angry,Yes,Not very stable,Very likely,Neither positive nor negative,Japan | United States,,China | Germany | United Kingdom | Spain | Canada,,The right amount,Sometime later,Job / career opportunities | Personal safety | Political situation in my country | Economic situation in my country | Cost of living | Desire to travel / see the world | Educational opportunities
a0baf660-b1c3-0135-635f-0a901406a434,27,city,VE,medium,female,"Yes, as a citizen","Employed, working 1 to å_29 hours per week",Under 100,All of it,Somewhat secure,... a little better,... get a little better,Fairly well,... got a little better,... get a lot better,... increased a little,... increase moderately,Somewhat secure,... decrease a little,The right moment,More purchases,Slightly more,Somewhat agree,Somewhat approve,Somewhat approve,Somewhat approve,,,,,A little,A lot,Never acceptable,... decreased a little,A little angry,... decreased a little,A little angry,Yes,Somewhat stable,Not very likely,Somewhat positive,China | United Kingdom | Japan,,United States | Spain,,The right amount,Never,
a0c7d130-b151-0135-775b-0a62aae02c3c,27,city,VE,no,female,"Yes, as a citizen","In school, university or practical training",Under 100,All of it,Not at all secure,... a little worse,Don't know,Fairly poorly,... got a lot worse,... get a lot worse,... increased a lot,... increase a lot,Not at all secure,... increase a lot,Neither the right moment nor the wrong moment,Fewer purchases,Much less,Neither agree nor disagree,Strongly disapprove,Neither approve nor disapprove,Strongly disapprove,,,,,Not at all,Not at all,Never acceptable,... decreased a lot,Not at all angry,... increased a lot,Very angry,Yes,Not at all stable,Very likely,Neither positive nor negative,United States | China | France | Germany | Japan | Canada,,Spain,,Too little,Sometime later,Political situation in my country | Job / career opportunities | Economic situation in my country | Cost of living | Personal safety | Other reason related to quality of life
a0ed2a80-b1ab-0135-be9c-0a62aae02c3c,16,city,UA,low,female,"Yes, as a citizen","In school, university or practical training",Prefer not to say,About half,Somewhat secure,... the same,... get a little better,Neither well nor poorly,... got a little worse,... get a little worse,... increased a little,... increase moderately,Somewhat secure,... increase a lot,Neither the right moment nor the wrong moment,About the same,Much more,Neither agree nor disagree,Somewhat approve,Somewhat approve,,,,,Neither approve nor disapprove,Not a lot,A little,Never acceptable,... increased a little,Not very angry,... increased a little,Very angry,Yes,Somewhat stable,Somewhat likely,Very positive,,United Kingdom,,Russia,Too much,Never,
a0f84aa0-b107-0135-540e-0a901406a434,19,city,UA,low,female,"Yes, as a citizen","Not employed, currently looking for work",300 - 400,Most of it,Not at all secure,... a little better,... get a little better,Fairly poorly,... got a little worse,... get a little better,... increased a lot,... decrease,Not at all secure,... increase a little,The wrong moment,Fewer purchases,Neither more nor less,Somewhat agree,Neither approve nor disapprove,Neither approve nor disapprove,,,,,Neither approve nor disapprove,A little,A little,Never acceptable,... decreased a little,Not very angry,... increased a little,Not very angry,No,Not very stable,Not at all likely,Neither positive nor negative,,China,,None of the above,Don't know,Within the next 3 years,Other reason related to quality of life
a10a4f10-b110-0135-60ce-0a901406a434,37,city,UA,high,female,"Yes, as a citizen",Selfå_-employed / Freelancer,1000 - 1500,Less than half,Somewhat secure,... a little better,... get a little better,Fairly poorly,... got a little worse,... stay the same,... increased moderately,... increase moderately,Somewhat secure,... stay the same,The right moment,About the same,Neither more nor less,Somewhat agree,Somewhat disapprove,Somewhat disapprove,,,,,Somewhat disapprove,Not a lot,Not a lot,Never acceptable,... increased a little,A little angry,... increased a little,A little angry,No,Not at all stable,Not at all likely,Very positive,,United Kingdom | Japan | Turkey | Germany,,Russia,Too little,Sometime later,Economic situation in my country | Personal safety
a10d79f0-b134-0135-601d-0a62aae02c3c,42,city,VE,medium,female,"Yes, as a citizen","Employed, working 30 or more hours per week",More than 3000,All of it,Somewhat secure,... a little worse,... get a little better,Very poorly,... got a lot worse,... stay the same,... increased a lot,... increase a lot,Somewhat secure,... increase a little,The wrong moment,Fewer purchases,Much less,Somewhat disagree,Strongly disapprove,Strongly disapprove,Strongly disapprove,,,,,Not at all,Not at all,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,Yes,Not at all stable,Not very likely,Somewhat positive,United States | United Kingdom | Canada | Japan | Spain | Germany | France | China,,None of the above,,Too little,Never,
a115bbb0-b13a-0135-65b2-0a62aae02c3c,24,city,MX,medium,female,"Yes, as a citizen",Selfå_-employed / Freelancer,500 - 750,About half,Very secure,... a lot better,... get a lot better,Neither well nor poorly,... stayed the same,... get a little better,... increased a lot,... increase moderately,Very secure,... stay the same,The right moment,More purchases,Slightly more,Strongly agree,Somewhat disapprove,Somewhat approve,,Neither approve nor disapprove,,,,A little,A little,Sometimes acceptable,... increased a little,A little angry,... increased a little,A little angry,No,Somewhat stable,Not very likely,Somewhat positive,Japan | United States | France | China,,None of the above,,Too little,Never,
a11f7a00-b1cf-0135-ea91-0a62aae02c3c,22,city,TR,low,male,"Yes, as a citizen","Employed, working 30 or more hours per week",400 - 500,Most of it,Not at all secure,... a lot worse,... stay the same,Very poorly,... got a lot worse,... get a little worse,... increased a lot,... increase moderately,Not at all secure,... increase a lot,The wrong moment,Fewer purchases,Neither more nor less,Somewhat agree,Neither approve nor disapprove,Somewhat disapprove,,,,Neither approve nor disapprove,,Not a lot,Not at all,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,No,Not very stable,Not very likely,Somewhat positive,,Japan,,United States,Too little,Sometime later,Cost of living
a12c3b80-b13d-0135-6872-0a62aae02c3c,19,city,BR,low,male,"Yes, as a citizen","In school, university or practical training",1000 - 1500,Most of it,Somewhat secure,... a little better,... get a little better,Fairly well,... got a lot better,... get a lot better,... increased moderately,... increase moderately,Not very secure,... decrease a lot,Neither the right moment nor the wrong moment,About the same,Neither more nor less,Somewhat agree,Somewhat approve,Somewhat approve,,,Somewhat disapprove,,,A little,A little,Sometimes acceptable,... increased a little,Very angry,... increased a lot,Very angry,Yes,Somewhat stable,Not at all likely,Very positive,United States | China | United Kingdom | France | Germany,,Spain | United Kingdom,,Too little,Within the next 3 years,Economic situation in my country | Personal safety | Escaping oppression or discrimination in my country | Political situation in my country | Educational opportunities | Cost of living | Weather / climate | Civic freedoms | Proximity to family | Retirement | Desire to travel / see the world | Job / career opportunities | Other reason related to quality of life
a13a6d80-b113-0135-3aab-0a62aae02c3c,18,city,BR,medium,male,"Yes, as a citizen","Not employed, currently looking for work",2000 - 3000,About half,Very secure,... the same,... get a little better,Fairly poorly,... stayed the same,... get a little better,... increased a little,... increase a little,Somewhat secure,... increase a little,The wrong moment,About the same,Slightly more,Somewhat agree,Neither approve nor disapprove,Somewhat approve,,,Somewhat approve,,,Not a lot,Not a lot,Sometimes acceptable,... increased a little,Not very angry,... stayed the same,A little angry,Yes,Not very stable,Somewhat likely,Somewhat positive,China | United States | Canada,,Japan,,The right amount,Sometime later,Personal safety | Weather / climate | Educational opportunities
a13bb830-b0fd-0135-465b-0a901406a434,31,city,TR,high,male,"Yes, as a citizen","Employed, working 30 or more hours per week",More than 3000,Most of it,Very secure,... a lot better,... get a lot better,Fairly well,... got a little better,... get a lot better,... increased moderately,... increase moderately,Very secure,... increase a little,The right moment,More purchases,Slightly more,Somewhat agree,Somewhat approve,Somewhat approve,,,,Somewhat approve,,A lot,Not at all,Never acceptable,... increased a little,Not very angry,Don't know,Not very angry,No,Somewhat stable,Not at all likely,Very positive,,Russia | Saudi Arabia | United States | China | France | Germany | Japan | United Kingdom | Ukraine | India,,None of the above,The right amount,Never,
a140e350-b2cb-0135-912f-0a62aae02c3c,22,rural,MX,low,male,"Yes, as a citizen","Employed, working 1 to å_29 hours per week",200 - 300,Most of it,Not very secure,... the same,... stay the same,Fairly poorly,... got a little worse,... stay the same,... increased a little,... increase moderately,Not very secure,... increase a lot,The wrong moment,About the same,Neither more nor less,Neither agree nor disagree,Somewhat disapprove,Somewhat disapprove,,Strongly disapprove,,,,A little,Not a lot,Never acceptable,... increased a lot,A little angry,Don't know,Very angry,Yes,Not very stable,Not at all likely,Neither positive nor negative,China | Japan,,None of the above,,Too little,Never,
a14c1340-b14e-0135-fcd1-0a901406a434,47,city,VE,medium,female,"Yes, as a citizen",Selfå_-employed / Freelancer,More than 3000,Most of it,Somewhat secure,... a little better,Don't know,Very poorly,... got a lot worse,Don't know,... increased a lot,... increase a lot,Not very secure,... increase a little,Neither the right moment nor the wrong moment,Don't know,Much less,Strongly agree,Strongly disapprove,Somewhat disapprove,Strongly disapprove,,,,,Not a lot,Not at all,Never acceptable,... increased a lot,A little angry,... increased a lot,Very angry,No,Don't know,Somewhat likely,Somewhat positive,United States,,China,,Don't know,Never,
a14ef400-b460-0135-3386-0a62aae02c3c,42,city,MX,low,female,"Yes, as a citizen","Not employed, currently looking for work",300 - 400,Most of it,Not very secure,... the same,... get a little better,Neither well nor poorly,... stayed the same,... stay the same,... increased moderately,... increase a little,Not very secure,... increase a little,Neither the right moment nor the wrong moment,About the same,Neither more nor less,Somewhat agree,Strongly disapprove,Somewhat disapprove,,Somewhat disapprove,,,,Not a lot,Not a lot,Never acceptable,... stayed the same,Not very angry,... stayed the same,A little angry,Yes,Somewhat stable,Not at all likely,Neither positive nor negative,United States | China | Canada,,None of the above,,Too little,Never,
a1639370-b117-0135-4025-0a62aae02c3c,25,city,BR,medium,female,"Yes, as a citizen","Not employed, currently looking for work",400 - 500,Most of it,Not very secure,... the same,... get a lot better,Very poorly,... got a little worse,... get a lot better,... stayed about the same,... decrease,Not at all secure,... decrease a little,The wrong moment,More purchases,Slightly less,Somewhat agree,Strongly disapprove,Neither approve nor disapprove,,,Neither approve nor disapprove,,,A little,A little,Never acceptable,... increased a little,Very angry,... increased a lot,Very angry,Yes,Not at all stable,Not at all likely,Somewhat positive,Germany | United States,,Canada,,Too little,Sometime later,Economic situation in my country | Job / career opportunities | Desire to travel / see the world | Cost of living | Civic freedoms | Educational opportunities | Political situation in my country
a180a540-b10a-0135-2e60-0a62aae02c3c,28,city,TR,low,male,"Yes, as a citizen","Employed, working 30 or more hours per week",1000 - 1500,About half,Somewhat secure,... the same,... get a little better,Very poorly,... got a little worse,... get a little worse,... increased moderately,... increase a lot,Somewhat secure,Don't know,Neither the right moment nor the wrong moment,More purchases,Slightly less,Somewhat disagree,Strongly disapprove,Somewhat approve,,,,Somewhat disapprove,,A little,Not at all,Never acceptable,... increased a lot,Not very angry,... increased a lot,Very angry,No,Not very stable,Not at all likely,Somewhat negative,,Japan | China | Germany | United States,,China | Saudi Arabia | Russia,Too little,Sometime later,Economic situation in my country | Civic freedoms | Political situation in my country | Job / career opportunities | Cost of living | Escaping oppression or discrimination in my country
a187bf40-b10f-0135-3546-0a62aae02c3c,16,city,MX,low,female,"Yes, as a citizen","Not employed, currently NOT looking for work",Under 100,Only a little,Very secure,... a lot better,... stay the same,Neither well nor poorly,... stayed the same,... stay the same,... stayed about the same,... stay about the same,Very secure,... stay the same,The right moment,Fewer purchases,Neither more nor less,Neither agree nor disagree,Neither approve nor disapprove,Neither approve nor disapprove,,Neither approve nor disapprove,,,,Not a lot,Not a lot,Always acceptable,... decreased a lot,Very angry,... decreased a lot,Very angry,No,Not at all stable,Not very likely,Somewhat positive,United States,,United States,,Too little,Sometime later,Personal safety
a19c3a80-b349-0135-db7c-0a901406a434,40,city,BR,low,male,"Yes, as a citizen","Employed, working 1 to å_29 hours per week",400 - 500,All of it,Not very secure,... a little worse,... get a little better,Fairly well,... stayed the same,... stay the same,... stayed about the same,... increase moderately,Not at all secure,... stay the same,Neither the right moment nor the wrong moment,More purchases,Neither more nor less,Neither agree nor disagree,Neither approve nor disapprove,Neither approve nor disapprove,,,Neither approve nor disapprove,,,Not a lot,Not a lot,Sometimes acceptable,... stayed the same,A little angry,... stayed the same,Not very angry,No,Not very stable,Not very likely,Neither positive nor negative,China | Spain | United States | Japan | France | United Kingdom,,United States | China | Spain,,Too little,Sometime later,Other reason
a1cd1fe0-b28c-0135-0d9b-0a62aae02c3c,32,rural,BR,low,female,"Yes, as a citizen","Not employed, currently looking for work",300 - 400,Don't know,Not very secure,... a little worse,... get a lot better,Fairly poorly,... got a lot worse,... get a little worse,... increased moderately,... increase moderately,Not very secure,... stay the same,The wrong moment,Don't know,Neither more nor less,Somewhat agree,Strongly disapprove,Somewhat disapprove,,,Somewhat disapprove,,,Not at all,Not at all,Never acceptable,Don't know,A little angry,... increased a lot,Very angry,No,Not at all stable,Somewhat likely,Somewhat negative,United States,,United Kingdom,,Don't know,Sometime later,Political situation in my country | Educational opportunities
a1ce0600-b111-0135-3808-0a62aae02c3c,28,city,UA,high,female,"Yes, as a citizen",None of the above,100 - 200,All of it,Not at all secure,... the same,... get a lot better,Neither well nor poorly,... got a little better,... get a little better,... increased a lot,... increase a lot,Not at all secure,... increase a lot,The wrong moment,About the same,Slightly more,Strongly agree,Somewhat approve,Somewhat approve,,,,,Somewhat approve,Not a lot,Not at all,Never acceptable,... increased a lot,Very angry,... stayed the same,Very angry,No,Not at all stable,Somewhat likely,Very positive,,China | Germany | United States,,Russia,Too little,Sometime later,Political situation in my country | Escaping oppression or discrimination in my country | Job / career opportunities | Personal safety | Economic situation in my country | Educational opportunities | Civic freedoms | Desire to travel / see the world
